MICFAM_Id	NbOrganismsFAM	Organism	GO_id	Label	Type	Evidence	Gene	Product	ECnumber	Mutation	ProductType	Localization	Roles	BioProcess	PubmedID	AmigeneStatus	Class	CreationDate	Frame	Begin	End	Length
3160780	1	Streptococcus thermophilus TH985	53739811	Y016AM_0863	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				UNIQUE_AMIGA	5 : Unknown function	2017-11-27 00:00:00	+2	751268	751348	81
3160978	1	Streptococcus thermophilus MN-ZLW-002	53679071	Y1U_C0833	CDS	automatic/finished		hypothetical protein		no						WRONG		2017-11-23 00:00:00	+2	811499	811630	132
3509606	1	Streptococcus thermophilus CIRM998	69605500	STHERMO_v1_0772	CDS	automatic/finished	bcgIA	Restriction enzyme BgcI subunit alpha	3.1.21.-	no						no		2019-07-31 00:00:00	+1	707629	709674	2046
363420	1	Streptococcus thermophilus CNCM I-1630	53684557	AGFN01_v1_1890002	fCDS	automatic/finished	atpA	fragment of ATP synthase (subunit alpha, component F1) (part 2)	3.6.3.14	pseudo	e : enzyme			16.10 : Respire ;	8021203, 15347741, 1655755	no	2a : Function from experimental evidences in other organisms	2017-11-24 00:00:00	-3	1414256	1414447	192
3637213	1	Streptococcus thermophilus TH1477	53741452	Y022_03690	CDS	automatic/finished		abortive phage infection protein		no						COMMON		2017-11-27 00:00:00	+1	645817	646659	843
3637215	1	Streptococcus thermophilus B59671	53746279	CG712_09525	CDS	automatic/finished		hypothetical protein		no						COMMON		2017-11-27 00:00:00	+2	1792493	1792792	300
3637268	1	Streptococcus thermophilus M17PTZA496	53732678	X841_10985	CDS	automatic/finished		transposase		no						COMMON		2017-11-27 00:00:00	-2	1899572	1900081	510
3645722	1	Streptococcus thermophilus CIRM967	69613997	STHERMO_v1_0126	CDS	automatic/finished		conserved protein of unknown function		no	u : unknown	1 : Unknown				no	4 : Unknown function but conserved in other organisms	2019-07-31 00:00:00	-2	120733	120885	153
3665530	1	Streptococcus thermophilus CNCM I-1630	53684716	AGFN01_v1_2450002	CDS	automatic/finished		Peptide chain release factor 2 (fragment)		no						no		2017-11-24 00:00:00	+2	1509209	1509535	327
3666568	1	Streptococcus thermophilus MTH17CL396	53730439	X839AM_b0001	CDS	automatic/finished		conserved protein of unknown function		no	u : unknown	1 : Unknown				UNIQUE_AMIGA	4 : Unknown function but conserved in other organisms	2017-11-27 00:00:00	+1	1	153	153
3685718	1	Streptococcus thermophilus JIM 8232	53664652	STH8232AM_0624	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				UNIQUE_AMIGA	5 : Unknown function	2017-11-23 00:00:00	+2	572444	572563	120
3685730	1	Streptococcus thermophilus JIM 8232	53664742	STH8232AM_1579	CDS	automatic/finished		membrane protein of unknown function		no	u : unknown	1 : Unknown				UNIQUE_AMIGA	5 : Unknown function	2017-11-23 00:00:00	-2	1414226	1414474	249
3685732	1	Streptococcus thermophilus JIM 8232	53664747	STH8232AM_1624	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				UNIQUE_AMIGA	5 : Unknown function	2017-11-23 00:00:00	+2	1452254	1452445	192
3685736	1	Streptococcus thermophilus JIM 8232	53664781	STH8232AM_2053	CDS	automatic/finished		Eps4Q (fragment)		no						UNIQUE_AMIGA		2017-11-23 00:00:00	+3	1813824	1814051	228
3685777	1	Streptococcus thermophilus JIM 8232	53665573	STH8232_0367	CDS	automatic/finished		hypothetical protein		no						COMMON		2017-11-23 00:00:00	+2	295190	295396	207
3685792	1	Streptococcus thermophilus JIM 8232	53666153	STH8232_0634	CDS	automatic/finished		hypothetical protein		no						WRONG		2017-11-23 00:00:00	+2	511760	511888	129
3685793	1	Streptococcus thermophilus JIM 8232	53666284	STH8232_0694	CDS	automatic/finished		flavoprotein	4.1.1.-	no						COMMON		2017-11-23 00:00:00	+2	567941	568495	555
3685804	1	Streptococcus thermophilus JIM 8232	53666817	STH8232_0896	CDS	automatic/finished		hypothetical protein		no						COMMON		2017-11-23 00:00:00	+2	746834	747310	477
3685816	1	Streptococcus thermophilus JIM 8232	53667427	STH8232_1082	CDS	automatic/finished		hypothetical protein		no						COMMON		2017-11-23 00:00:00	+2	908903	909154	252
3685817	1	Streptococcus thermophilus JIM 8232	53667431	STH8232_1083	CDS	automatic/finished		hypothetical protein		no						COMMON		2017-11-23 00:00:00	+3	909198	909323	126
3685876	1	Streptococcus thermophilus JIM 8232	53669344	STH8232_1693	CDS	automatic/finished		hypothetical protein		no						COMMON		2017-11-23 00:00:00	-2	1413590	1413856	267
3685905	1	Streptococcus thermophilus JIM 8232	53670916	STH8232_2188	CDS	automatic/finished		hypothetical protein		no						COMMON		2017-11-23 00:00:00	-2	1811015	1812457	1443
3685906	1	Streptococcus thermophilus JIM 8232	53670919	STH8232_2189	CDS	automatic/finished		hypothetical protein		no						COMMON		2017-11-23 00:00:00	-1	1812540	1813655	1116
3685965	1	Streptococcus thermophilus MN-ZLW-002	53679103	Y1U_C0849	CDS	automatic/finished		hypothetical protein		no						WRONG		2017-11-23 00:00:00	-2	824356	824481	126
3686007	1	Streptococcus thermophilus MN-ZLW-002	53680526	Y1U_C1573	CDS	automatic/finished		hypothetical protein		no						COMMON		2017-11-23 00:00:00	-1	1529348	1529566	219
3686103	1	Streptococcus thermophilus CNCM I-1630	53682615	AGFN01_v1_20030	fCDS	automatic/finished	yfgB	fragment of putative Fe-S containing enzyme (part 1)		pseudo	e : enzyme	1 : Unknown	3.1.3.3 : Inhibition / activation of enzymes ;	12.3 : Protein interactions ;		no	3 : Putative function from multiple computational evidences	2017-11-24 00:00:00	-3	34289	34861	573
3686104	1	Streptococcus thermophilus CNCM I-1630	53682621	AGFN01_v1_20036	CDS	automatic/finished		Penicillin-binding protein 2x (fragment)		no						no		2017-11-24 00:00:00	-1	40291	40884	594
3686133	1	Streptococcus thermophilus CNCM I-1630	53682808	AGFN01_v1_90009	CDS	automatic/finished		putative ABC transporter (ATP-binding protein) (fragment)		no						no	3 : Putative function from multiple computational evidences	2017-11-24 00:00:00	+3	193569	194546	978
3686154	1	Streptococcus thermophilus CNCM I-1630	53682965	AGFN01_v1_150010	fCDS	automatic/finished	pgcA	fragment of alpha-phosphoglucomutase (part 2)	5.4.2.2	pseudo	e : enzyme			16.2 : Construct biomass (Anabolism) ; 16.13 : Shape ;	15640167, 17662947, 24097947, 26735940, 27684739	no	2a : Function from experimental evidences in other organisms	2017-11-24 00:00:00	-1	302464	303060	597
3686180	1	Streptococcus thermophilus CNCM I-1630	53683155	AGFN01_v1_260005	fCDS	automatic/finished	rnhC	fragment of ribonuclease HIII (part 1)	3.1.26.4	pseudo	e : enzyme			16.2 : Construct biomass (Anabolism) ; 16.6 : Maintain ; 16.9 : Replicate ;	9888800, 10094689, 12794188, 23882084	no	2a : Function from experimental evidences in other organisms	2017-11-24 00:00:00	-3	457532	458008	477
3686186	1	Streptococcus thermophilus CNCM I-1630	53683211	AGFN01_v1_290005	fCDS	automatic/finished	ecfT	fragment of component of the influx ECF transporters (part 1)		pseudo	t : transporter			16.1 : Circulate ;	15849754, 16850406, 18931129, 21135102, 26052893	no	2a : Function from experimental evidences in other organisms	2017-11-24 00:00:00	-3	499166	499372	207
3686187	1	Streptococcus thermophilus CNCM I-1630	53683220	AGFN01_v1_290014	fCDS	automatic/finished	guaB	fragment of inosine-monophosphate dehydrogenase (part 2)	1.1.1.205	pseudo	e : enzyme			16.2 : Construct biomass (Anabolism) ;	12682299, 1722815, 17611193, 1979163, 3125411, 8917437	no	2a : Function from experimental evidences in other organisms	2017-11-24 00:00:00	-3	506753	506968	216
3686188	1	Streptococcus thermophilus CNCM I-1630	53683228	AGFN01_v1_300007	CDS	automatic/finished		conserved protein of unknown function		no	u : unknown	1 : Unknown				no	4 : Unknown function but conserved in other organisms	2017-11-24 00:00:00	-1	512056	512460	405
3686189	1	Streptococcus thermophilus CNCM I-1630	53683234	AGFN01_v1_300013	fCDS	automatic/finished	rlmKB	fragment of m(7)G2069 methylase of 23S rRNA (part 2)	2.1.1.264	pseudo	e : enzyme				22210896, 22362734	no	2a : Function from experimental evidences in other organisms	2017-11-24 00:00:00	-1	520642	521130	489
3686190	1	Streptococcus thermophilus CNCM I-1630	53683251	AGFN01_v1_320002	fCDS	automatic/finished	spoIIIE	fragment of spore DNA directional translocase (motor ATPase) (part 2)		pseudo	cp : cell process			16.5 : Explore ; 16.13 : Shape ;	11062134, 11778051, 12618465, 16430687, 17139259, 17322320, 18160039, 24297254, 24769697, 26452092	no	2a : Function from experimental evidences in other organisms	2017-11-24 00:00:00	+2	536552	537469	918
3686192	1	Streptococcus thermophilus CNCM I-1630	53683271	AGFN01_v1_320022	fCDS	automatic/finished	galT	fragment of galactose-1-phosphate uridyltransferase (part 2)	2.7.7.12	pseudo	e : enzyme			16.11 : Scavenge (Catabolism) ;	2104611, 9555917, 11790749	no	2a : Function from experimental evidences in other organisms	2017-11-24 00:00:00	+3	549492	549788	297
3686193	1	Streptococcus thermophilus CNCM I-1630	53683273	AGFN01_v1_320024	fCDS	automatic/finished	galE	fragment of UDP-glucose 4-epimerase (part 2)	5.1.3.2, 5.1.3.7	pseudo	e : enzyme			16.8 : Protect ; 16.11 : Scavenge (Catabolism) ;	1906927, 9555917, 14597172	no	2a : Function from experimental evidences in other organisms	2017-11-24 00:00:00	+3	550533	550820	288
3686196	1	Streptococcus thermophilus CNCM I-1630	53683282	AGFN01_v1_330006	fCDS	automatic/finished	sufS	fragment of cysteine desulfurase (part 1)	2.8.1.7	pseudo	e : enzyme			16.2 : Construct biomass (Anabolism) ;	12682299, 12876288, 14644425, 15901727, 20822158, 21236255, 27382962	no	2a : Function from experimental evidences in other organisms	2017-11-24 00:00:00	+3	556677	557081	405
3686197	1	Streptococcus thermophilus CNCM I-1630	53683332	AGFN01_v1_360001	CDS	automatic/finished		TrkA		no						no		2017-11-24 00:00:00	+3	590592	591170	579
3686199	1	Streptococcus thermophilus CNCM I-1630	53683374	AGFN01_v1_380010	fCDS	automatic/finished	smc	fragment of chromosome condensation and segregation SMC ATPase (part 2)		pseudo	e : enzyme			16.9 : Replicate ;	9701812, 12100548, 12682299, 12897137, 15987505, 16272394, 26904953, 28154080	no	2a : Function from experimental evidences in other organisms	2017-11-24 00:00:00	-3	620096	620386	291
3686201	1	Streptococcus thermophilus CNCM I-1630	53683415	AGFN01_v1_400018	fCDS	automatic/finished	lplJ	fragment of lipoate-protein ligase (part 1)	6.3.1.20	pseudo	e : enzyme				21338420, 21338421	no	2a : Function from experimental evidences in other organisms	2017-11-24 00:00:00	+3	651288	651620	333
3686206	1	Streptococcus thermophilus CNCM I-1630	53683489	AGFN01_v1_470005	CDS	automatic/finished		COMF operon protein 1		no						no		2017-11-24 00:00:00	-2	711006	711371	366
3686209	1	Streptococcus thermophilus CNCM I-1630	53683526	AGFN01_v1_490001	CDS	automatic/finished		D-alanine--D-alanine ligase	6.3.2.4	no						no		2017-11-24 00:00:00	-1	729619	729768	150
3686212	1	Streptococcus thermophilus CNCM I-1630	53683567	AGFN01_v1_510003	CDS	automatic/finished		DNA-directed DNA polymerase	2.7.7.7	no						no		2017-11-24 00:00:00	-3	751985	752362	378
3686215	1	Streptococcus thermophilus CNCM I-1630	53683586	AGFN01_v1_520009	fCDS	automatic/finished	yfbQ	fragment of putative aminotransferase (part 1)		pseudo	e : enzyme	1 : Unknown	1 : Metabolism ;	16.1 : Circulate ; 18.1 : Enzymes of unknown specificity ;		no	3 : Putative function from multiple computational evidences	2017-11-24 00:00:00	+1	765973	766578	606
3686216	1	Streptococcus thermophilus CNCM I-1630	53683623	AGFN01_v1_550017	fCDS	automatic/finished	groEL	fragment of chaperonin large subunit (part 2)		pseudo	f : factor			16.6 : Maintain ; 16.13 : Shape ;	9303302, 11407116, 17031040, 17420574, 22268681	no	2a : Function from experimental evidences in other organisms	2017-11-24 00:00:00	-1	792310	792483	174
3686217	1	Streptococcus thermophilus CNCM I-1630	53683639	AGFN01_v1_560013	fCDS	automatic/finished	priA	fragment of primosomal replication factor Y (primosomal protein N') (part 1)		pseudo	f : factor			16.2 : Construct biomass (Anabolism) ; 16.9 : Replicate ;	10572298, 11917020, 12682299, 21170359, 22720735, 28527403	no	2a : Function from experimental evidences in other organisms	2017-11-24 00:00:00	-3	803117	804127	1011
3686218	1	Streptococcus thermophilus CNCM I-1630	53683641	AGFN01_v1_570002	fCDS	automatic/finished	purM	fragment of phosphoribosylaminoimidazole synthetase (part 3)	6.3.3.1	pseudo	e : enzyme			16.2 : Construct biomass (Anabolism) ;	9683488, 10508786, 12787499, 16321950	no	2a : Function from experimental evidences in other organisms	2017-11-24 00:00:00	-3	804701	805054	354
3686219	1	Streptococcus thermophilus CNCM I-1630	53683646	AGFN01_v1_570007	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2017-11-24 00:00:00	-2	810441	810767	327
3686224	1	Streptococcus thermophilus CNCM I-1630	53683682	AGFN01_v1_610004	CDS	automatic/finished		Helicase loader DnaB (fragment)		no						no		2017-11-24 00:00:00	+2	837821	838189	369
3686229	1	Streptococcus thermophilus CNCM I-1630	53683709	AGFN01_v1_640001	fCDS	automatic/finished	pbpA	fragment of transpeptidase (penicillin-binding protein 2A) (part 2)	3.4.-.-	pseudo	e : enzyme			16.2 : Construct biomass (Anabolism) ; 16.8 : Protect ; 16.13 : Shape ;	9139922, 9851991, 12896990, 17307860	no	2a : Function from experimental evidences in other organisms	2017-11-24 00:00:00	-2	860529	861227	699
3686231	1	Streptococcus thermophilus CNCM I-1630	53683738	AGFN01_v1_660002	CDS	automatic/finished		Metalloendopeptidase	3.4.24.-	no						no		2017-11-24 00:00:00	+1	879685	880116	432
3686232	1	Streptococcus thermophilus CNCM I-1630	53683739	AGFN01_v1_660003	CDS	automatic/finished		Metalloendopeptidase	3.4.24.-	no						no		2017-11-24 00:00:00	+2	880085	880585	501
3686233	1	Streptococcus thermophilus CNCM I-1630	53683742	AGFN01_v1_660006	CDS	automatic/finished		Phosphoenolpyruvate carboxylase	4.1.1.31	no						no		2017-11-24 00:00:00	+3	881742	883619	1878
3686235	1	Streptococcus thermophilus CNCM I-1630	53683785	AGFN01_v1_700008	CDS	automatic/finished		putative nucleic acid binding protein (fragment)		no						no	3 : Putative function from multiple computational evidences	2017-11-24 00:00:00	-1	916468	916641	174
3686240	1	Streptococcus thermophilus CNCM I-1630	53683822	AGFN01_v1_750009	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2017-11-24 00:00:00	-3	948896	949237	342
3686241	1	Streptococcus thermophilus CNCM I-1630	53683827	AGFN01_v1_760004	fCDS	automatic/finished	nrdE	fragment of ribonucleoside-diphosphate reductase (major subunit) (part 3)	1.17.4.1	pseudo	e : enzyme			16.2 : Construct biomass (Anabolism) ;	12682299, 15937154, 16885274, 17395719, 21561096, 22443445, 23402532, 24401092, 27920297	no	2a : Function from experimental evidences in other organisms	2017-11-24 00:00:00	+1	951970	952587	618
3686242	1	Streptococcus thermophilus CNCM I-1630	53683839	AGFN01_v1_770005	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2017-11-24 00:00:00	+3	958506	958610	105
3686244	1	Streptococcus thermophilus CNCM I-1630	53683871	AGFN01_v1_810002	CDS	automatic/finished		FtsA		no						no		2017-11-24 00:00:00	-2	985326	986021	696
3686245	1	Streptococcus thermophilus CNCM I-1630	53683874	AGFN01_v1_810005	fCDS	automatic/finished	murD	fragment of UDP-N-acetylmuramoylalanyl-D-glutamate ligase (part 2)	6.3.2.9	pseudo	e : enzyme			16.2 : Construct biomass (Anabolism) ; 16.13 : Shape ;	1765076, 9218784, 10966819	no	2a : Function from experimental evidences in other organisms	2017-11-24 00:00:00	-2	988353	988832	480
3686247	1	Streptococcus thermophilus CNCM I-1630	53683885	AGFN01_v1_830002	fCDS	automatic/finished	ptsI	fragment of phosphotransferase system (PTS) enzyme I (part 1)	2.7.3.9	pseudo	e : enzyme			16.1 : Circulate ; 16.2 : Construct biomass (Anabolism) ;	3106335, 11902727, 15155854, 15670601, 25355936, 26159071	no	2a : Function from experimental evidences in other organisms	2017-11-24 00:00:00	-2	998001	998225	225
3686251	1	Streptococcus thermophilus CNCM I-1630	53683903	AGFN01_v1_850001	fCDS	automatic/finished	rsmI	fragment of 16S rRNA 2'-O-ribose C1402 methyltransferase (part 2)	2.1.1.198	pseudo	e : enzyme			16.3 : Control ; 16.8 : Protect ;	16014871, 19965768, 25893373	no	2a : Function from experimental evidences in other organisms	2017-11-24 00:00:00	-1	1008271	1008612	342
3686257	1	Streptococcus thermophilus CNCM I-1630	53683969	AGFN01_v1_920008	CDS	automatic/finished		GTP diphosphokinase	2.7.6.5	no						no		2017-11-24 00:00:00	-3	1050227	1051330	1104
3686259	1	Streptococcus thermophilus CNCM I-1630	53683974	AGFN01_v1_930005	CDS	automatic/finished		putative cation-transporting ATPase exp7 (fragment)	3.6.3.-	no						no	3 : Putative function from multiple computational evidences	2017-11-24 00:00:00	-3	1053785	1054399	615
3686260	1	Streptococcus thermophilus CNCM I-1630	53683978	AGFN01_v1_930009	CDS	automatic/finished		putative cytosolic protein		no						no	3 : Putative function from multiple computational evidences	2017-11-24 00:00:00	+2	1055456	1055638	183
3686263	1	Streptococcus thermophilus CNCM I-1630	53683983	AGFN01_v1_940001	fCDS	automatic/finished	walR	fragment of two-component response regulator [YycF] (part 1)		pseudo	r : regulator			16.3 : Control ;	10878122, 12682299, 15015732, 15153768, 17307850, 17370266, 18789936, 19019149, 21219466, 23199363, 24125693, 26102633, 28674376	no	2a : Function from experimental evidences in other organisms	2017-11-24 00:00:00	+2	1057169	1057456	288
3686264	1	Streptococcus thermophilus CNCM I-1630	53684000	AGFN01_v1_960006	fCDS	automatic/finished	asnA	fragment of asparagine synthetase A (part 1)	6.3.1.1	pseudo	e : enzyme	2 : Cytoplasmic	1.5.1.6 : Asparagine ; 7.1 : Cytoplasm ;	1.2 : Aspartate family ;	383377, 6117826, 6357950, 9437423	no	2a : Function from experimental evidences in other organisms	2017-11-24 00:00:00	+3	1071321	1071956	636
